activity_id,npdes_id,version_nmbr,perm_feature_id,perm_feature_nmbr,perm_feature_type_code,perm_feature_type_desc,limit_set_id,limit_set_schedule_id,limit_id,limit_type_code,limit_begin_date,limit_end_date,nmbr_of_submission,parameter_code,parameter_desc,monitoring_location_code,monitoring_location_desc,stay_type_code,stay_type_desc,limit_value_id,limit_value_type_code,limit_value_type_desc,limit_value_nmbr,limit_unit_code,limit_unit_desc,standard_unit_code,standard_unit_desc,limit_value_standard_units,statistical_base_code,statistical_base_short_desc,statistical_base_type_code,statistical_base_type_desc,limit_value_qualifier_code,stay_value_nmbr,dmr_event_id,monitoring_period_end_date,dmr_form_value_id,value_type_code,value_type_desc,dmr_value_id,dmr_value_nmbr,dmr_unit_code,dmr_unit_desc,dmr_value_standard_units,dmr_value_qualifier_code,value_received_date,days_late,nodi_code,nodi_desc,exceedence_pct,npdes_violation_id,violation_code,violation_desc,rnc_detection_code,rnc_detection_desc,rnc_detection_date,rnc_resolution_code,rnc_resolution_desc,rnc_resolution_date,violation_severity
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423185,10/31/2015,3442281413,"C1","Concentration1",3614856990,5.21,"19","mg/L",5.21,"=",11/20/2015,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423200,11/30/2015,3442281617,"C1","Concentration1",3616166174,7.9,"19","mg/L",7.9,"=",12/29/2015,9,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423215,12/31/2015,3442281822,"C1","Concentration1",3616860635,6.5,"19","mg/L",6.5,"=",01/19/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423224,01/31/2016,3442282014,"C1","Concentration1",3618418954,7.8,"19","mg/L",7.8,"=",02/16/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423234,02/29/2016,3442282119,"C1","Concentration1",3619770359,5.36,"19","mg/L",5.36,"=",03/21/2016,1,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423247,03/31/2016,3442282264,"C1","Concentration1",3620518346,4.6,"19","mg/L",4.6,"=",04/12/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3403423274,04/30/2016,3442282479,"C1","Concentration1",3622205111,4.27,"19","mg/L",4.27,"=",05/12/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3600838713,05/31/2016,3610876338,"C1","Concentration1",3623428269,5.1,"19","mg/L",5.1,"=",06/20/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3600838733,06/30/2016,3610876563,"C1","Concentration1",3624449532,5.03,"19","mg/L",5.03,"=",07/18/2016,,"","",,,"","","","",,"","",,"0"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437315,"ENF",08/01/2015,03/01/2020,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3600678121,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3600838743,07/31/2016,3610876649,"C1","Concentration1",3625942742,5.71,"19","mg/L",5.71,"=",08/11/2016,,"","",,,"","","","",,"","",,"0"
