activity_id,npdes_id,version_nmbr,perm_feature_id,perm_feature_nmbr,perm_feature_type_code,perm_feature_type_desc,limit_set_id,limit_set_schedule_id,limit_id,limit_type_code,limit_begin_date,limit_end_date,nmbr_of_submission,parameter_code,parameter_desc,monitoring_location_code,monitoring_location_desc,stay_type_code,stay_type_desc,limit_value_id,limit_value_type_code,limit_value_type_desc,limit_value_nmbr,limit_unit_code,limit_unit_desc,standard_unit_code,standard_unit_desc,limit_value_standard_units,statistical_base_code,statistical_base_short_desc,statistical_base_type_code,statistical_base_type_desc,limit_value_qualifier_code,stay_value_nmbr,dmr_event_id,monitoring_period_end_date,dmr_form_value_id,value_type_code,value_type_desc,dmr_value_id,dmr_value_nmbr,dmr_unit_code,dmr_unit_desc,dmr_value_standard_units,dmr_value_qualifier_code,value_received_date,days_late,nodi_code,nodi_desc,exceedence_pct,npdes_violation_id,violation_code,violation_desc,rnc_detection_code,rnc_detection_desc,rnc_detection_date,rnc_resolution_code,rnc_resolution_desc,rnc_resolution_date,violation_severity
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678122,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3600838743,07/31/2016,3610876716,"Q2","Quantity2",3625942746,.0689,"03","MGD",.0689,"=",08/11/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678123,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3600838743,07/31/2016,3610876711,"Q1","Quantity1",3625942745,.0613,"03","MGD",.0613,"=",08/11/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678123,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3600838750,08/31/2016,3610876864,"Q1","Quantity1",3627603124,.0678,"03","MGD",.0678,"=",09/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678122,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3600838750,08/31/2016,3610876867,"Q2","Quantity2",3627603125,.1176,"03","MGD",.1176,"=",09/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678122,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3600838760,09/30/2016,3610877019,"Q2","Quantity2",3628828309,.0839,"03","MGD",.0839,"=",10/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678123,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3600838760,09/30/2016,3610877011,"Q1","Quantity1",3628828308,.0583,"03","MGD",.0583,"=",10/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678123,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3600838773,10/31/2016,3610877102,"Q1","Quantity1",3630384878,.0623,"03","MGD",.0623,"=",11/18/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678122,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3600838773,10/31/2016,3610877106,"Q2","Quantity2",3630384880,.075,"03","MGD",.075,"=",11/18/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678122,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3600838800,11/30/2016,3610877366,"Q2","Quantity2",3631583601,.0857,"03","MGD",.0857,"=",12/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
3600178396,"TX0119407",0,3600049681,"001","EXO","External Outfall",3600061722,3600073706,3600437316,"ENF",08/01/2015,03/01/2020,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3600678123,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3600838800,11/30/2016,3610877361,"Q1","Quantity1",3631583599,.0572,"03","MGD",.0572,"=",12/20/2016,,"","",,,"","","","",,"","",,"No Violation Identified"
