activity_id,npdes_id,version_nmbr,perm_feature_id,perm_feature_nmbr,perm_feature_type_code,perm_feature_type_desc,limit_set_id,limit_set_schedule_id,limit_id,limit_season_id,limit_type_code,limit_begin_date,limit_end_date,nmbr_of_submission,parameter_code,parameter_desc,monitoring_location_code,monitoring_location_desc,stay_type_code,stay_type_desc,limit_value_id,limit_value_type_code,limit_value_type_desc,limit_value_nmbr,limit_unit_code,limit_unit_desc,standard_unit_code,standard_unit_desc,limit_value_standard_units,statistical_base_code,statistical_base_short_desc,statistical_base_type_code,statistical_base_type_desc,limit_value_qualifier_code,stay_value_nmbr,dmr_event_id,monitoring_period_end_date,dmr_form_value_id,value_type_code,value_type_desc,dmr_value_id,dmr_value_nmbr,dmr_unit_code,dmr_unit_desc,dmr_value_standard_units,dmr_value_qualifier_code,value_received_date,days_late,nodi_code,nodi_desc,exceedence_pct,npdes_violation_id,violation_code,violation_desc,rnc_detection_code,rnc_detection_desc,rnc_detection_date,rnc_resolution_code,rnc_resolution_desc,rnc_resolution_date,violation_severity,dmr_due_date,dmr_limit_type_code_desc,dmr_limit_type_desc
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344140,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3612968295,01/31/2021,3788199991,"Q2","Quantity2",3732924938,.0849,"03","MGD",.0849,"=",02/10/2021,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344141,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3612968295,01/31/2021,3788199987,"Q1","Quantity1",3732924937,.0604,"03","MGD",.0604,"=",02/10/2021,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344141,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3612968298,02/28/2021,3788200098,"Q1","Quantity1",3735355399,.0569,"03","MGD",.0569,"=",03/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344140,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3612968298,02/28/2021,3788200099,"Q2","Quantity2",3735355400,.1109,"03","MGD",.1109,"=",03/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344140,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3612968306,03/31/2021,3788200195,"Q2","Quantity2",3736849014,.0809,"03","MGD",.0809,"=",04/13/2021,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344141,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3612968306,03/31/2021,3788200189,"Q1","Quantity1",3736849013,.0581,"03","MGD",.0581,"=",04/13/2021,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344141,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3612968313,04/30/2021,3788200267,"Q1","Quantity1",3738924115,.057,"03","MGD",.057,"=",05/11/2021,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344140,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3612968313,04/30/2021,3788200269,"Q2","Quantity2",3738924116,.0815,"03","MGD",.0815,"=",05/11/2021,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344140,"Q2","Quantity2",,"03","MGD","03","MGD",,"DD","DAILY MX","MAX","Maximum","",,3615038173,05/31/2021,3817721172,"Q2","Quantity2",3742517013,.2326,"03","MGD",.2326,"=",06/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",06/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917390,"0","ENF",01/01/2020,12/06/2024,1,"50050","Flow, in conduit or thru treatment plant","1","Effluent Gross","","",3608344141,"Q1","Quantity1",.131,"03","MGD","03","MGD",.131,"DB","DAILY AV","AVG","Average","<=",,3615038173,05/31/2021,3817721170,"Q1","Quantity1",3742517011,.0815,"03","MGD",.0815,"=",06/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",06/20/2021,"Enforcement","Base Permit"
